False,2024-07-21T00:00:00Z,Ben Kuhn,Categories of leadership on technical teams,https://www.benkuhn.net/leadcats/
False,2024-07-13T00:00:00Z,Ben Kuhn,Trust as a bottleneck to growing teams quickly,https://www.benkuhn.net/trust/
False,2024-02-25T00:00:00Z,Ben Kuhn,How I build and run behavioral interviews,https://www.benkuhn.net/behavioral/
False,2023-04-23T00:00:00Z,Ben Kuhn,Some mistakes I made as a new manager,https://www.benkuhn.net/newmgr/
False,2023-02-01T00:00:00Z,Ben Kuhn,"Leaving Wave, joining Anthropic",https://www.benkuhn.net/leaving/
False,2022-12-29T00:00:00Z,Ben Kuhn,Why and how to write things on the Internet,https://www.benkuhn.net/writing/
False,2022-12-22T00:00:00Z,Ben Kuhn,Staring into the abyss as a core life skill,https://www.benkuhn.net/abyss/
False,2022-11-30T00:00:00Z,Ben Kuhn,Be less scared of overconfidence,https://www.benkuhn.net/overconfidence/
False,2022-06-09T00:00:00Z,Ben Kuhn,"10x (engineer, context) pairs",https://www.benkuhn.net/10x/
False,2022-03-20T00:00:00Z,Ben Kuhn,Searching for outliers,https://www.benkuhn.net/outliers/
